start_station_name,start_lat,start_lng,casual,member
Oakley Ave & Irving Park Rd,41.9543,-87.6861,311.0,1488.0
Oakley Ave & Touhy Ave,42.0123,-87.6882,182.0,266.0
Ogden Ave & Chicago Ave,41.8964,-87.6541,1430.0,8714.0
Ogden Ave & Congress Pkwy,41.875,-87.6733,141.0,1441.0
Ogden Ave & Race Ave,41.8918,-87.6588,834.0,7308.0
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,185.0,1354.0
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,1176.0,6998.0
Orleans St & Elm St,41.9029,-87.6377,384.0,2916.0
Orleans St & Hubbard St,41.89,-87.6366,728.0,5247.0
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,2602.0,21393.0
Paulina Ave & North Ave,41.9103,-87.6701,1333.0,5647.0
Paulina St & 18th St,41.8579,-87.6687,585.0,2872.0
Paulina St & Flournoy St,41.873,-87.6691,553.0,5151.0
Paulina St & Howard St,42.0192,-87.6736,462.0,2070.0
Paulina St & Montrose Ave,41.9615,-87.6714,529.0,2043.0
Peoria St & Jackson Blvd,41.8776,-87.6496,1469.0,12185.0
Perry Ave & 69th St,41.7693,-87.6282,30.0,85.0
Phillips Ave & 79th St,41.7518,-87.5652,24.0,42.0
Phillips Ave & 83rd St,41.7445,-87.5651,27.0,52.0
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,1773.0,7815.0
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,2994.0,9237.0
Prairie Ave & 43rd St,41.8167,-87.6194,318.0,418.0
Prairie Ave & Garfield Blvd,41.7949,-87.6187,283.0,1075.0
Princeton Ave & 47th St,41.8093,-87.6334,60.0,256.0
Princeton Ave & Garfield Blvd,41.795,-87.6331,45.0,452.0
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,25.0,92.0
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,150.0,538.0
Pulaski Rd & Lake St,41.8854,-87.7265,31.0,94.0
Racine Ave & 13th St,41.8651,-87.657,196.0,893.0
Racine Ave & 15th St,41.8613,-87.6566,239.0,1562.0
Racine Ave & 18th St,41.8582,-87.6565,984.0,3966.0
Racine Ave & 35th St,41.8307,-87.656,137.0,574.0
Racine Ave & 61st St,41.7832,-87.6544,6.0,4.0
Racine Ave & Belmont Ave,41.9397,-87.6589,1924.0,5496.0
Racine Ave & Congress Pkwy,41.8746,-87.657,514.0,5751.0
Racine Ave & Fullerton Ave,41.9256,-87.6584,1393.0,8005.0
Racine Ave & Garfield Blvd,41.7942,-87.6551,62.0,234.0
Racine Ave & Randolph St,41.8841,-87.6569,727.0,4929.0
Racine Ave & Washington Blvd (*),41.8831,-87.657,407.0,4024.0
Racine Ave & Wrightwood Ave,41.9289,-87.659,972.0,4485.0
Rainbow Beach,41.7579,-87.5494,98.0,76.0
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,332.0,2487.0
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,670.0,3720.0
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,1499.0,13577.0
Rhodes Ave & 32nd St,41.8362,-87.6135,549.0,1431.0
Richmond St & Diversey Ave,41.9319,-87.7012,564.0,1760.0
Ridge Blvd & Howard St,42.0193,-87.6845,170.0,373.0
Ridge Blvd & Touhy Ave,42.0121,-87.6829,174.0,634.0
Ritchie Ct & Banks St,41.9069,-87.6262,2164.0,6293.0
Rockwell St & Eastwood Ave,41.9659,-87.6936,308.0,1524.0
Rush St & Cedar St,41.9023,-87.6277,3851.0,9142.0
Rush St & Hubbard St,41.8902,-87.6262,1524.0,9569.0
Rush St & Superior St,41.8958,-87.6259,2900.0,11337.0
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,44.0,509.0
Sangamon St & Washington Blvd,41.8832,-87.6511,660.0,5265.0
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,242.0,714.0
Sedgwick St & Huron St,41.8947,-87.6384,1340.0,13243.0
Sedgwick St & North Ave,41.9114,-87.6387,2361.0,11963.0
Sedgwick St & Schiller St,41.9076,-87.6386,644.0,3314.0
Sedgwick St & Webster Ave,41.9222,-87.6389,2600.0,9328.0
Seeley Ave & Garfield Blvd,41.7941,-87.6755,17.0,4.0
Seeley Ave & Roscoe St,41.9434,-87.6796,727.0,2972.0
Shedd Aquarium,41.8672,-87.6154,20778.0,5860.0
Sheffield Ave & Fullerton Ave,41.9256,-87.6537,3023.0,15195.0
Sheffield Ave & Kingsbury St,41.9105,-87.6531,1626.0,10428.0
Sheffield Ave & Waveland Ave,41.9494,-87.6545,4409.0,7959.0
Sheffield Ave & Webster Ave,41.9215,-87.6538,2149.0,9666.0
Sheffield Ave & Wellington Ave,41.9363,-87.6527,2153.0,10407.0
Sheffield Ave & Willow St,41.9137,-87.6529,1263.0,8163.0
Sheffield Ave & Wrightwood Ave,41.9287,-87.6538,1731.0,7017.0
Sheridan Rd & Buena Ave,41.9585,-87.655,842.0,3758.0
Sheridan Rd & Columbia Ave,42.0046,-87.6614,434.0,1374.0
Sheridan Rd & Greenleaf Ave,42.0106,-87.6624,455.0,1170.0
Sheridan Rd & Irving Park Rd,41.9542,-87.6544,1607.0,10976.0
Sheridan Rd & Lawrence Ave,41.9695,-87.6547,890.0,2685.0
Sheridan Rd & Loyola Ave,42.001,-87.6612,1176.0,2573.0
Sheridan Rd & Montrose Ave,41.9617,-87.6546,1574.0,5973.0
Sheridan Rd & Noyes St (NU),42.0582,-87.6774,720.0,2376.0
Shields Ave & 28th Pl,41.8427,-87.6355,146.0,880.0
Shields Ave & 31st St,41.8385,-87.6354,153.0,1838.0
Shields Ave & 43rd St,41.8162,-87.6348,10.0,19.0
Shore Dr & 55th St,41.7952,-87.5807,2709.0,4729.0
Smith Park (*),41.892,-87.6894,260.0,780.0
South Chicago Ave & 83rd St,41.7439,-87.5752,25.0,10.0
South Shore Dr & 67th St,41.7736,-87.5675,349.0,316.0
South Shore Dr & 71st St,41.7664,-87.5657,372.0,571.0
South Shore Dr & 74th St,41.7622,-87.5593,129.0,197.0
Southport Ave & Belmont Ave,41.9395,-87.6638,1026.0,4734.0
Southport Ave & Clark St,41.9571,-87.6642,440.0,2314.0
Southport Ave & Clybourn Ave,41.9208,-87.6637,1492.0,7086.0
Southport Ave & Irving Park Rd,41.9542,-87.6644,984.0,4767.0
Southport Ave & Roscoe St,41.9437,-87.664,2464.0,10132.0
Southport Ave & Waveland Ave,41.9482,-87.6639,2598.0,8617.0
Southport Ave & Wellington Ave,41.9357,-87.6636,1731.0,8255.0
Southport Ave & Wrightwood Ave,41.9288,-87.6639,1453.0,5393.0
Spaulding Ave & Armitage Ave,41.9171,-87.7102,839.0,2705.0
Spaulding Ave & Division St,41.9027,-87.7092,272.0,666.0
St. Clair St & Erie St,41.8944,-87.6227,4666.0,17717.0
St. Louis Ave & Balmoral Ave,41.9804,-87.7161,181.0,558.0
State St & 19th St,41.8566,-87.6275,764.0,1942.0
State St & 29th St,41.8417,-87.6269,164.0,542.0
State St & 33rd St,41.8347,-87.6258,596.0,5916.0
State St & 35th St,41.8309,-87.628,369.0,2353.0
State St & 54th St,41.7966,-87.6259,32.0,63.0
State St & 76th St,41.757,-87.6246,31.0,43.0
State St & 79th St,41.7508,-87.6244,46.0,200.0
State St & Harrison St,41.8741,-87.6277,1955.0,5942.0
State St & Kinzie St,41.8892,-87.6278,3280.0,15442.0
State St & Pearson St,41.8974,-87.6287,2173.0,9285.0
State St & Pershing Rd,41.823,-87.6266,57.0,166.0
State St & Randolph St,41.8847,-87.6277,3764.0,15933.0
State St & Van Buren St,41.8772,-87.6278,2252.0,8808.0
Stave St & Armitage Ave,41.9177,-87.6914,458.0,2119.0
Stetson Ave & South Water St,41.8868,-87.6223,2390.0,10201.0
Stewart Ave & 63rd St (*),41.7798,-87.6348,3.0,36.0
Stockton Dr & Wrightwood Ave,41.9313,-87.6387,3547.0,7644.0
Stony Island Ave & 64th St,41.7789,-87.5866,156.0,87.0
Stony Island Ave & 67th St,41.7735,-87.5853,143.0,72.0
Stony Island Ave & 71st St,41.7665,-87.5865,82.0,182.0
Stony Island Ave & 75th St,41.7587,-87.5869,44.0,85.0
Stony Island Ave & 82nd St,41.7466,-87.586,34.0,35.0
Stony Island Ave & South Chicago Ave,41.7512,-87.5853,10.0,18.0
Streeter Dr & Grand Ave,41.8923,-87.612,53407.0,14951.0
Talman Ave & Addison St,41.9466,-87.6946,447.0,1965.0
Theater on the Lake,41.9263,-87.6308,15361.0,17295.0
Throop (Loomis) St & Taylor St,41.869,-87.6591,365.0,3699.0
Throop St & 52nd St,41.7997,-87.6572,23.0,22.0
Troy St & Elston Ave,41.9452,-87.7067,365.0,1571.0
Troy St & North Ave,41.9098,-87.7053,514.0,1063.0
Union Ave & Root St,41.8191,-87.6433,86.0,189.0
University Ave & 57th St,41.7915,-87.5999,1655.0,10769.0
University Library (NU),42.0529,-87.6734,581.0,1856.0
Valli Produce - Evanston Plaza,42.0397,-87.6994,111.0,333.0
Vernon Ave & 75th St,41.7584,-87.6141,57.0,88.0
Vernon Ave & 79th St,41.7509,-87.6138,29.0,50.0
Wabash Ave & 16th St,41.8604,-87.6258,1538.0,7873.0
Wabash Ave & 83rd St,41.7433,-87.6228,12.0,27.0
Wabash Ave & 87th St,41.7366,-87.6226,49.0,88.0
Wabash Ave & 9th St,41.8708,-87.6257,2678.0,10221.0
Wabash Ave & Adams St,41.8795,-87.6257,2169.0,9215.0
Wabash Ave & Cermak Rd,41.8526,-87.6265,886.0,2162.0
Wabash Ave & Grand Ave,41.8915,-87.6268,6295.0,18510.0
Wabash Ave & Roosevelt Rd,41.8672,-87.626,3875.0,16323.0
Wabash Ave & Wacker Pl,41.8869,-87.626,4306.0,7770.0
Wacker Dr & Washington St,41.8831,-87.6373,1307.0,14499.0
Wallace St & 35th St,41.8306,-87.6413,239.0,982.0
Walsh Park,41.9146,-87.668,1091.0,2489.0
Warren Park East,42.0046,-87.6807,151.0,767.0
Warren Park West,42.0018,-87.6888,298.0,419.0
Washtenaw Ave & Lawrence Ave,41.969,-87.696,335.0,1540.0
Washtenaw Ave & Ogden Ave,41.8619,-87.6935,207.0,585.0
Wells St & 19th St,41.8568,-87.6339,927.0,1271.0
Wells St & Concord Ln,41.9121,-87.6347,4468.0,19067.0
Wells St & Elm St,41.9032,-87.6343,2559.0,13254.0
Wells St & Evergreen Ave,41.9067,-87.6348,3159.0,11920.0
Wells St & Hubbard St,41.8899,-87.6343,3400.0,17430.0
Wells St & Huron St,41.8947,-87.6344,3156.0,21692.0
Wells St & Polk St,41.8726,-87.6335,1454.0,7266.0
Wells St & Walton St,41.8999,-87.6344,1336.0,6485.0
Wentworth Ave & 24th St (Temp),41.8501,-87.6321,284.0,773.0
Wentworth Ave & 33rd St,41.8345,-87.6318,251.0,1126.0
Wentworth Ave & 35th St,41.8308,-87.6325,487.0,1256.0
Wentworth Ave & 63rd St,41.7801,-87.6297,40.0,99.0
Wentworth Ave & Cermak Rd (Temp),41.853,-87.6306,1293.0,2548.0
Western Ave & 21st St,41.8541,-87.6858,165.0,1031.0
Western Ave & 24th St,41.8485,-87.6851,85.0,484.0
Western Ave & 28th St,41.8415,-87.6851,55.0,161.0
Western Ave & Congress Pkwy,41.8747,-87.6864,317.0,1548.0
Western Ave & Division St,41.9029,-87.6873,852.0,3571.0
Western Ave & Fillmore St (*),41.8686,-87.6862,219.0,2609.0
Western Ave & Granville Ave,41.9942,-87.6894,145.0,673.0
Western Ave & Howard St,42.0189,-87.69,168.0,647.0
Western Ave & Leland Ave,41.9665,-87.6884,882.0,4591.0
Western Ave & Lunt Ave,42.0086,-87.6905,212.0,1095.0
Western Ave & Monroe St,41.8798,-87.6861,277.0,1421.0
Western Ave & Roscoe St,41.943,-87.6873,291.0,2330.0
Western Ave & Walton St,41.8984,-87.6866,874.0,5396.0
Western Ave & Winnebago Ave,41.9155,-87.687,1464.0,7251.0
Western Blvd & 48th Pl,41.8057,-87.6834,59.0,184.0
Wilton Ave & Belmont Ave,41.9402,-87.653,3888.0,14978.0
Wilton Ave & Diversey Pkwy,41.9324,-87.6527,2114.0,13588.0
Winchester (Ravenswood) Ave & Balmoral Ave,41.9798,-87.6775,340.0,1560.0
Winchester Ave & Elston Ave,41.9241,-87.6765,597.0,2415.0
Winthrop Ave & Lawrence Ave,41.9688,-87.6577,795.0,3403.0
Wolcott (Ravenswood) Ave & Montrose Ave,41.9614,-87.6762,417.0,2350.0
Wolcott Ave & Fargo Ave,42.017,-87.6777,40.0,218.0
Wolcott Ave & Polk St,41.8713,-87.6737,582.0,8848.0
Wood St & 35th St,41.8301,-87.6703,85.0,250.0
Wood St & Augusta Blvd,41.8992,-87.6722,483.0,5015.0
Wood St & Chicago Ave (*),41.8956,-87.6721,519.0,4425.0
Wood St & Hubbard St,41.8899,-87.6715,488.0,3468.0
Wood St & Milwaukee Ave,41.9077,-87.6726,1859.0,8538.0
Wood St & Taylor St,41.8692,-87.671,280.0,5741.0
Woodlawn Ave & 55th St,41.7953,-87.5965,608.0,3584.0
Woodlawn Ave & 75th St,41.7592,-87.5958,34.0,16.0
Woodlawn Ave & Lake Park Ave,41.8141,-87.597,304.0,1078.0
Yates Blvd & 75th St,41.7588,-87.5664,48.0,69.0
