end_station_name,end_lat,end_lng,member_casual,count
Glenwood Ave & Touhy Ave,42.0127,-87.6661,member,835
Green St & Madison St,41.8819,-87.6488,casual,2326
Green St & Madison St,41.8819,-87.6488,member,15295
Green St & Randolph St,41.8837,-87.6487,casual,3347
Green St & Randolph St,41.8837,-87.6487,member,12003
Greenview Ave & Diversey Pkwy,41.9326,-87.6659,casual,891
Greenview Ave & Diversey Pkwy,41.9326,-87.6659,member,3521
Greenview Ave & Fullerton Ave,41.9253,-87.6658,casual,1591
Greenview Ave & Fullerton Ave,41.9253,-87.6658,member,6271
Greenview Ave & Jarvis Ave,42.016,-87.6686,casual,320
Greenview Ave & Jarvis Ave,42.016,-87.6686,member,1522
Greenwood Ave & 47th St,41.8098,-87.5994,casual,338
Greenwood Ave & 47th St,41.8098,-87.5994,member,1098
Greenwood Ave & 79th St,41.7513,-87.5976,casual,30
Greenwood Ave & 79th St,41.7513,-87.5976,member,113
HQ QR,41.8899,-87.6803,casual,4
HQ QR,41.8899,-87.6803,member,1
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),41.89,-87.6807,casual,111
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),41.89,-87.6807,member,76
Halsted St & 18th St,41.8575,-87.6463,casual,419
Halsted St & 18th St,41.8575,-87.6463,member,2038
Halsted St & 21st St,41.8538,-87.6466,casual,368
Halsted St & 21st St,41.8538,-87.6466,member,1154
Halsted St & 35th St,41.8307,-87.6472,casual,221
Halsted St & 35th St,41.8307,-87.6472,member,718
Halsted St & 37th St,41.8271,-87.6457,casual,150
Halsted St & 37th St,41.8271,-87.6457,member,626
Halsted St & 47th Pl,41.8081,-87.6456,casual,16
Halsted St & 47th Pl,41.8081,-87.6456,member,225
Halsted St & 51st St,41.8018,-87.6452,casual,19
Halsted St & 51st St,41.8018,-87.6452,member,11
Halsted St & 56th St,41.7929,-87.645,casual,24
Halsted St & 56th St,41.7929,-87.645,member,48
Halsted St & 59th St,41.7875,-87.6449,casual,8
Halsted St & 59th St,41.7875,-87.6449,member,22
Halsted St & 63rd St,41.7794,-87.6446,casual,42
Halsted St & 63rd St,41.7794,-87.6446,member,125
Halsted St & 69th St,41.7691,-87.6446,casual,36
Halsted St & 69th St,41.7691,-87.6446,member,48
Halsted St & Archer Ave,41.8472,-87.6468,casual,288
Halsted St & Archer Ave,41.8472,-87.6468,member,1587
Halsted St & Clybourn Ave,41.9097,-87.6481,casual,1590
Halsted St & Clybourn Ave,41.9097,-87.6481,member,10367
Halsted St & Dickens Ave,41.9199,-87.6488,casual,2027
Halsted St & Dickens Ave,41.9199,-87.6488,member,9619
Halsted St & Maxwell St,41.8649,-87.6471,casual,1011
Halsted St & Maxwell St,41.8649,-87.6471,member,6103
Halsted St & North Branch St,41.8994,-87.6485,casual,158
Halsted St & North Branch St,41.8994,-87.6485,member,1500
Halsted St & Polk St,41.8718,-87.6466,casual,750
Halsted St & Polk St,41.8718,-87.6466,member,7339
Halsted St & Roosevelt Rd,41.8673,-87.6486,casual,667
Halsted St & Roosevelt Rd,41.8673,-87.6486,member,6265
Halsted St & Roscoe St,41.9437,-87.649,casual,2827
Halsted St & Roscoe St,41.9437,-87.649,member,8163
Halsted St & Willow St,41.9139,-87.6488,casual,1047
Halsted St & Willow St,41.9139,-87.6488,member,6414
Halsted St & Wrightwood Ave,41.9291,-87.6491,casual,1616
Halsted St & Wrightwood Ave,41.9291,-87.6491,member,8064
Harper Ave & 59th St,41.7879,-87.5883,casual,484
Harper Ave & 59th St,41.7879,-87.5883,member,2697
Hermitage Ave & Polk St,41.8715,-87.6699,casual,258
Hermitage Ave & Polk St,41.8715,-87.6699,member,4470
Honore St & Division St,41.9031,-87.6739,casual,1385
Honore St & Division St,41.9031,-87.6739,member,6917
Hoyne Ave & 47th St,41.8082,-87.6772,casual,52
Hoyne Ave & 47th St,41.8082,-87.6772,member,204
Hoyne Ave & Balmoral Ave,41.9799,-87.6819,casual,372
Hoyne Ave & Balmoral Ave,41.9799,-87.6819,member,1333
Humboldt Blvd & Armitage Ave,41.9175,-87.7018,casual,1173
Humboldt Blvd & Armitage Ave,41.9175,-87.7018,member,2816
Indiana Ave & 26th St,41.8457,-87.6225,casual,495
Indiana Ave & 26th St,41.8457,-87.6225,member,1874
Indiana Ave & 31st St,41.8388,-87.6219,casual,390
Indiana Ave & 31st St,41.8388,-87.6219,member,2603
Indiana Ave & 40th St,41.8217,-87.6216,casual,90
Indiana Ave & 40th St,41.8217,-87.6216,member,273
Indiana Ave & Roosevelt Rd,41.8679,-87.623,casual,7726
Indiana Ave & Roosevelt Rd,41.8679,-87.623,member,13453
Jefferson St & Monroe St,41.8804,-87.6427,casual,751
Jefferson St & Monroe St,41.8804,-87.6427,member,7860
Jeffery Blvd & 67th St,41.7735,-87.5771,casual,247
Jeffery Blvd & 67th St,41.7735,-87.5771,member,78
Jeffery Blvd & 71st St,41.7666,-87.5764,casual,103
Jeffery Blvd & 71st St,41.7666,-87.5764,member,162
Jeffery Blvd & 76th St,41.7571,-87.5758,casual,44
Jeffery Blvd & 76th St,41.7571,-87.5758,member,76
Karlov Ave & Madison St,41.8809,-87.7279,casual,53
Karlov Ave & Madison St,41.8809,-87.7279,member,86
Kedzie Ave & 21st St,41.8535,-87.7051,casual,91
Kedzie Ave & 21st St,41.8535,-87.7051,member,292
Kedzie Ave & 24th St,41.8482,-87.7054,casual,33
Kedzie Ave & 24th St,41.8482,-87.7054,member,71
Kedzie Ave & Bryn Mawr Ave,41.9824,-87.7089,casual,187
Kedzie Ave & Bryn Mawr Ave,41.9824,-87.7089,member,572
Kedzie Ave & Chicago Ave,41.8955,-87.7061,casual,228
Kedzie Ave & Chicago Ave,41.8955,-87.7061,member,656
Kedzie Ave & Foster Ave,41.9757,-87.7093,casual,177
Kedzie Ave & Foster Ave,41.9757,-87.7093,member,788
Kedzie Ave & Harrison St,41.8736,-87.7049,casual,51
Kedzie Ave & Harrison St,41.8736,-87.7049,member,139
Kedzie Ave & Lake St,41.8846,-87.7063,casual,159
Kedzie Ave & Lake St,41.8846,-87.7063,member,729
Kedzie Ave & Leland Ave,41.9667,-87.7081,casual,318
Kedzie Ave & Leland Ave,41.9667,-87.7081,member,1090
Kedzie Ave & Milwaukee Ave,41.9296,-87.7079,casual,2621
Kedzie Ave & Milwaukee Ave,41.9296,-87.7079,member,7521
Kedzie Ave & Palmer Ct,41.9215,-87.7073,casual,591
Kedzie Ave & Palmer Ct,41.9215,-87.7073,member,3257
Kedzie Ave & Roosevelt Rd,41.8665,-87.7065,casual,86
Kedzie Ave & Roosevelt Rd,41.8665,-87.7065,member,170
Kenton Ave & Madison St,41.8807,-87.741,casual,8
Kenton Ave & Madison St,41.8807,-87.741,member,26
Keystone Ave & Fullerton Ave,41.9246,-87.7279,casual,233
Keystone Ave & Fullerton Ave,41.9246,-87.7279,member,695
Keystone Ave & Montrose Ave,41.9611,-87.729,casual,169
Keystone Ave & Montrose Ave,41.9611,-87.729,member,476
Kilbourn Ave & Irving Park Rd,41.9537,-87.7406,casual,110
Kilbourn Ave & Irving Park Rd,41.9537,-87.7406,member,440
Kilbourn Ave & Milwaukee Ave,41.9488,-87.74,casual,171
Kilbourn Ave & Milwaukee Ave,41.9488,-87.74,member,594
Kildare Ave & Montrose Ave,41.9611,-87.7357,casual,120
Kildare Ave & Montrose Ave,41.9611,-87.7357,member,297
Kimball Ave & Belmont Ave,41.9394,-87.7116,casual,392
Kimball Ave & Belmont Ave,41.9394,-87.7116,member,1187
Kimbark Ave & 53rd St,41.7996,-87.5947,casual,1304
Kimbark Ave & 53rd St,41.7996,-87.5947,member,7566
Kingsbury St & Erie St,41.8938,-87.6417,casual,1463
Kingsbury St & Erie St,41.8938,-87.6417,member,15595
Kingsbury St & Kinzie St,41.8892,-87.6385,casual,2336
Kingsbury St & Kinzie St,41.8892,-87.6385,member,30370
Knox Ave & Montrose Ave,41.9606,-87.7454,casual,130
Knox Ave & Montrose Ave,41.9606,-87.7454,member,459
Kosciuszko Park,41.9306,-87.7238,casual,375
Kosciuszko Park,41.9306,-87.7238,member,1711
Kostner Ave & Adams St,41.8779,-87.7357,casual,16
Kostner Ave & Adams St,41.8779,-87.7357,member,94
Kostner Ave & Lake St,41.8859,-87.7354,casual,8
Kostner Ave & Lake St,41.8859,-87.7354,member,11
LaSalle Dr & Huron St,41.8949,-87.6323,casual,1685
LaSalle Dr & Huron St,41.8949,-87.6323,member,5562
LaSalle St & Adams St,41.8793,-87.632,casual,1115
LaSalle St & Adams St,41.8793,-87.632,member,5412
LaSalle St & Illinois St,41.8908,-87.6317,casual,4560
LaSalle St & Illinois St,41.8908,-87.6317,member,15679
LaSalle St & Jackson Blvd,41.8782,-87.6319,casual,1597
LaSalle St & Jackson Blvd,41.8782,-87.6319,member,21791
LaSalle St & Washington St,41.8827,-87.6325,casual,1167
LaSalle St & Washington St,41.8827,-87.6325,member,9438
Laflin St & Cullerton St,41.8549,-87.6636,casual,22
Laflin St & Cullerton St,41.8549,-87.6636,member,291
Lake Park Ave & 35th St,41.8313,-87.6088,casual,1269
Lake Park Ave & 35th St,41.8313,-87.6088,member,1424
Lake Park Ave & 47th St,41.8094,-87.5919,casual,825
Lake Park Ave & 47th St,41.8094,-87.5919,member,1413
Lake Park Ave & 53rd St,41.7995,-87.5865,casual,1511
Lake Park Ave & 53rd St,41.7995,-87.5865,member,2827
Lake Park Ave & 56th St,41.7932,-87.5878,casual,928
Lake Park Ave & 56th St,41.7932,-87.5878,member,4622
Lake Shore Dr & Belmont Ave,41.9408,-87.6392,casual,6026
Lake Shore Dr & Belmont Ave,41.9408,-87.6392,member,8140
Lake Shore Dr & Diversey Pkwy,41.9326,-87.6364,casual,4551
Lake Shore Dr & Diversey Pkwy,41.9326,-87.6364,member,8267
Lake Shore Dr & Monroe St,41.881,-87.6167,casual,31050
Lake Shore Dr & Monroe St,41.881,-87.6167,member,10283
Lake Shore Dr & North Blvd,41.9117,-87.6268,casual,23474
Lake Shore Dr & North Blvd,41.9117,-87.6268,member,19400
Lake Shore Dr & Ohio St,41.8926,-87.6145,casual,6930
Lake Shore Dr & Ohio St,41.8926,-87.6145,member,7941
Lake Shore Dr & Wellington Ave,41.9367,-87.6368,casual,4456
Lake Shore Dr & Wellington Ave,41.9367,-87.6368,member,8949
Lakefront Trail & Bryn Mawr Ave,41.984,-87.6523,casual,4527
Lakefront Trail & Bryn Mawr Ave,41.984,-87.6523,member,5781
Lakefront Trail & Wilson Ave,41.9658,-87.6454,casual,2710
Lakefront Trail & Wilson Ave,41.9658,-87.6454,member,3588
Lakeview Ave & Fullerton Pkwy,41.9259,-87.639,casual,5114
Lakeview Ave & Fullerton Pkwy,41.9259,-87.639,member,10305
Laramie Ave & Gladys Ave,41.8758,-87.7553,casual,16
Laramie Ave & Gladys Ave,41.8758,-87.7553,member,35
Laramie Ave & Kinzie St,41.8878,-87.7555,casual,22
Laramie Ave & Kinzie St,41.8878,-87.7555,member,51
Laramie Ave & Madison St,41.8802,-87.7553,casual,53
Laramie Ave & Madison St,41.8802,-87.7553,member,72
Larrabee St & Armitage Ave,41.9181,-87.6437,casual,1361
Larrabee St & Armitage Ave,41.9181,-87.6437,member,6080
Larrabee St & Division St,41.9035,-87.6434,casual,1202
Larrabee St & Division St,41.9035,-87.6434,member,8095
Larrabee St & Kingsbury St,41.8978,-87.6429,casual,1589
Larrabee St & Kingsbury St,41.8978,-87.6429,member,22006
Larrabee St & Menomonee St,41.9147,-87.6433,casual,573
Larrabee St & Menomonee St,41.9147,-87.6433,member,4474
Larrabee St & North Ave,41.9102,-87.6435,casual,567
Larrabee St & North Ave,41.9102,-87.6435,member,3457
Larrabee St & Oak St,41.9002,-87.643,casual,503
Larrabee St & Oak St,41.9002,-87.643,member,7908
Larrabee St & Webster Ave,41.9218,-87.6441,casual,2826
Larrabee St & Webster Ave,41.9218,-87.6441,member,10415
Latrobe Ave & Chicago Ave,41.8947,-87.7569,casual,40
Latrobe Ave & Chicago Ave,41.8947,-87.7569,member,71
Leavitt St & Addison St,41.9467,-87.6834,casual,366
Leavitt St & Addison St,41.9467,-87.6834,member,1409
Leavitt St & Archer Ave,41.8288,-87.6806,casual,205
Leavitt St & Archer Ave,41.8288,-87.6806,member,385
Leavitt St & Armitage Ave,41.9178,-87.6824,casual,724
Leavitt St & Armitage Ave,41.9178,-87.6824,member,3093
Leavitt St & Belmont Ave (*),41.9394,-87.6833,casual,422
Leavitt St & Belmont Ave (*),41.9394,-87.6833,member,1472
Leavitt St & Chicago Ave,41.8955,-87.682,casual,669
Leavitt St & Chicago Ave,41.8955,-87.682,member,3240
Leavitt St & Division St (*),41.903,-87.6838,casual,279
Leavitt St & Division St (*),41.903,-87.6838,member,2525
Leavitt St & Lawrence Ave,41.9689,-87.684,casual,307
Leavitt St & Lawrence Ave,41.9689,-87.684,member,2021
Leavitt St & North Ave,41.9102,-87.6823,casual,1048
Leavitt St & North Ave,41.9102,-87.6823,member,4102
Lincoln Ave & Addison St,41.9462,-87.6733,casual,433
Lincoln Ave & Addison St,41.9462,-87.6733,member,2260
Lincoln Ave & Belle Plaine Ave,41.956,-87.6803,casual,747
Lincoln Ave & Belle Plaine Ave,41.956,-87.6803,member,3799
Lincoln Ave & Belmont Ave,41.9394,-87.6684,casual,1190
Lincoln Ave & Belmont Ave,41.9394,-87.6684,member,5778
Lincoln Ave & Diversey Pkwy,41.9322,-87.6586,casual,1442
Lincoln Ave & Diversey Pkwy,41.9322,-87.6586,member,6431
Lincoln Ave & Fullerton Ave,41.9259,-87.6493,casual,2893
Lincoln Ave & Fullerton Ave,41.9259,-87.6493,member,11705
Lincoln Ave & Roscoe St,41.9433,-87.671,casual,1306
Lincoln Ave & Roscoe St,41.9433,-87.671,member,8280
Lincoln Ave & Sunnyside Ave,41.963,-87.6848,casual,637
Lincoln Ave & Sunnyside Ave,41.963,-87.6848,member,4109
Lincoln Ave & Waveland Ave,41.9488,-87.6753,casual,507
Lincoln Ave & Waveland Ave,41.9488,-87.6753,member,3963
Lincoln Ave & Winona St,41.9749,-87.6925,casual,362
Lincoln Ave & Winona St,41.9749,-87.6925,member,1417
Lincoln Park Conservatory,41.9239,-87.6358,casual,2153
Lincoln Park Conservatory,41.9239,-87.6358,member,1971
Lincolnwood Dr & Central St,42.0649,-87.7153,casual,174
Lincolnwood Dr & Central St,42.0649,-87.7153,member,728
Logan Blvd & Elston Ave,41.9295,-87.6842,casual,823
Logan Blvd & Elston Ave,41.9295,-87.6842,member,3657
Loomis St & Archer Ave,41.8416,-87.6574,casual,158
Loomis St & Archer Ave,41.8416,-87.6574,member,1189
Loomis St & Jackson Blvd,41.8779,-87.662,casual,509
Loomis St & Jackson Blvd,41.8779,-87.662,member,3684
Loomis St & Lexington St,41.8722,-87.6615,casual,908
Loomis St & Lexington St,41.8722,-87.6615,member,12703
MLK Jr Dr & 29th St,41.8421,-87.617,casual,708
MLK Jr Dr & 29th St,41.8421,-87.617,member,6745
MLK Jr Dr & 47th St,41.8099,-87.6163,casual,156
MLK Jr Dr & 47th St,41.8099,-87.6163,member,251
MLK Jr Dr & 56th St,41.7934,-87.6159,casual,46
MLK Jr Dr & 56th St,41.7934,-87.6159,member,63
MLK Jr Dr & 63rd St,41.7801,-87.6159,casual,38
MLK Jr Dr & 63rd St,41.7801,-87.6159,member,97
MLK Jr Dr & 83rd St,41.7431,-87.6148,casual,52
MLK Jr Dr & 83rd St,41.7431,-87.6148,member,125
MLK Jr Dr & Pershing Rd,41.8246,-87.6168,casual,206
MLK Jr Dr & Pershing Rd,41.8246,-87.6168,member,881
MTL-ECO5.1-01,41.9171,-87.7482,casual,1
MTL-ECO5.1-01,41.9171,-87.7482,member,3
Malcolm X College,41.8776,-87.6739,casual,280
Malcolm X College,41.8776,-87.6739,member,1094
Manor Ave & Leland Ave,41.9659,-87.7008,casual,169
Manor Ave & Leland Ave,41.9659,-87.7008,member,1117
Maplewood Ave & Peterson Ave,41.9902,-87.6934,casual,135
Maplewood Ave & Peterson Ave,41.9902,-87.6934,member,280
Marine Dr & Ainslie St,41.9716,-87.6502,casual,1978
Marine Dr & Ainslie St,41.9716,-87.6502,member,3422
Marshfield Ave & 44th St,41.814,-87.6666,casual,52
Marshfield Ave & 44th St,41.814,-87.6666,member,59
Marshfield Ave & 59th St,41.7868,-87.6662,casual,11
Marshfield Ave & 59th St,41.7868,-87.6662,member,27
Marshfield Ave & Cortland St,41.916,-87.6689,casual,1806
Marshfield Ave & Cortland St,41.916,-87.6689,member,12268
May St & 69th St,41.7689,-87.6529,casual,11
May St & 69th St,41.7689,-87.6529,member,8
May St & Cullerton St,41.8551,-87.6541,casual,319
May St & Cullerton St,41.8551,-87.6541,member,1579
May St & Taylor St,41.8695,-87.6555,casual,1177
May St & Taylor St,41.8695,-87.6555,member,6494
McClurg Ct & Erie St,41.8945,-87.6179,casual,2717
McClurg Ct & Erie St,41.8945,-87.6179,member,12514
McClurg Ct & Illinois St,41.8904,-87.6175,casual,6277
McClurg Ct & Illinois St,41.8904,-87.6175,member,13891
McCormick Place,41.8514,-87.6188,casual,3497
McCormick Place,41.8514,-87.6188,member,1838
Michigan Ave & 14th St,41.8641,-87.6237,casual,1655
Michigan Ave & 14th St,41.8641,-87.6237,member,7634
Michigan Ave & 18th St,41.8578,-87.6246,casual,1537
Michigan Ave & 18th St,41.8578,-87.6246,member,8493
Michigan Ave & 8th St,41.8728,-87.624,casual,9577
Michigan Ave & 8th St,41.8728,-87.624,member,4330
Michigan Ave & Ida B Wells Dr,41.8762,-87.6244,casual,4066
Michigan Ave & Ida B Wells Dr,41.8762,-87.6244,member,3820
Michigan Ave & Jackson Blvd,41.8779,-87.6241,casual,6835
Michigan Ave & Jackson Blvd,41.8779,-87.6241,member,8520
Michigan Ave & Lake St,41.886,-87.6241,casual,6075
Michigan Ave & Lake St,41.886,-87.6241,member,16679
Michigan Ave & Madison St,41.8821,-87.6251,casual,2724
Michigan Ave & Madison St,41.8821,-87.6251,member,8615
Michigan Ave & Oak St,41.901,-87.6238,casual,23980
Michigan Ave & Oak St,41.901,-87.6238,member,14384
Michigan Ave & Pearson St,41.8977,-87.6235,casual,5076
Michigan Ave & Pearson St,41.8977,-87.6235,member,5713
Michigan Ave & Washington St,41.884,-87.6247,casual,12541
Michigan Ave & Washington St,41.884,-87.6247,member,27591
Mies van der Rohe Way & Chestnut St,41.8986,-87.6219,casual,4293
Mies van der Rohe Way & Chestnut St,41.8986,-87.6219,member,9211
Mies van der Rohe Way & Chicago Ave,41.8969,-87.6217,casual,3690
Mies van der Rohe Way & Chicago Ave,41.8969,-87.6217,member,8831
Millard Ave & 26th St,41.8446,-87.7159,casual,76
Millard Ave & 26th St,41.8446,-87.7159,member,153
Millennium Park,41.881,-87.6241,casual,25507
Millennium Park,41.881,-87.6241,member,12549
Milwaukee Ave & Cuyler Ave,41.9545,-87.7496,casual,137
Milwaukee Ave & Cuyler Ave,41.9545,-87.7496,member,425
Milwaukee Ave & Grand Ave,41.8916,-87.6484,casual,1673
Milwaukee Ave & Grand Ave,41.8916,-87.6484,member,12726
Milwaukee Ave & Rockwell St,41.9202,-87.693,casual,634
Milwaukee Ave & Rockwell St,41.9202,-87.693,member,2824
Milwaukee Ave & Wabansia Ave,41.9126,-87.6814,casual,2085
Milwaukee Ave & Wabansia Ave,41.9126,-87.6814,member,8347
Monticello Ave & Irving Park Rd,41.954,-87.7191,casual,259
Monticello Ave & Irving Park Rd,41.954,-87.7191,member,815
Montrose Harbor,41.964,-87.6382,casual,7899
Montrose Harbor,41.964,-87.6382,member,5657
Morgan Ave & 14th Pl,41.8624,-87.6511,casual,414
Morgan Ave & 14th Pl,41.8624,-87.6511,member,3940
Morgan St & 18th St,41.8581,-87.6511,casual,932
Morgan St & 18th St,41.8581,-87.6511,member,3569
Morgan St & 31st St,41.8378,-87.6511,casual,404
Morgan St & 31st St,41.8378,-87.6511,member,1512
Morgan St & Lake St,41.8855,-87.6523,casual,2972
Morgan St & Lake St,41.8855,-87.6523,member,17030
Morgan St & Pershing Rd,41.8236,-87.6509,casual,16
Morgan St & Pershing Rd,41.8236,-87.6509,member,106
Morgan St & Polk St,41.8717,-87.651,casual,909
Morgan St & Polk St,41.8717,-87.651,member,12352
Museum of Science and Industry,41.7917,-87.5839,casual,2587
Museum of Science and Industry,41.7917,-87.5839,member,1017
Noble St & Milwaukee Ave,41.9007,-87.6626,casual,1007
Noble St & Milwaukee Ave,41.9007,-87.6626,member,5282
Normal Ave & Archer Ave,41.8495,-87.6406,casual,200
Normal Ave & Archer Ave,41.8495,-87.6406,member,990
Oakley Ave & Irving Park Rd,41.9543,-87.6861,casual,392
Oakley Ave & Irving Park Rd,41.9543,-87.6861,member,1667
Oakley Ave & Touhy Ave,42.0123,-87.6882,casual,166
Oakley Ave & Touhy Ave,42.0123,-87.6882,member,317
Ogden Ave & Chicago Ave,41.8964,-87.6541,casual,1397
Ogden Ave & Chicago Ave,41.8964,-87.6541,member,8683
Ogden Ave & Congress Pkwy,41.875,-87.6733,casual,60
Ogden Ave & Congress Pkwy,41.875,-87.6733,member,1234
Ogden Ave & Race Ave,41.8918,-87.6588,casual,945
Ogden Ave & Race Ave,41.8918,-87.6588,member,7574
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,casual,171
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,member,1407
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,casual,1075
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,member,6541
Orleans St & Elm St,41.9029,-87.6377,casual,415
Orleans St & Elm St,41.9029,-87.6377,member,2611
Orleans St & Hubbard St,41.89,-87.6366,casual,582
Orleans St & Hubbard St,41.89,-87.6366,member,5230
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,casual,1695
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,member,18843
Paulina Ave & North Ave,41.9103,-87.6701,casual,1309
Paulina Ave & North Ave,41.9103,-87.6701,member,5481
Paulina St & 18th St,41.8579,-87.6687,casual,677
Paulina St & 18th St,41.8579,-87.6687,member,3138
Paulina St & Flournoy St,41.873,-87.6691,casual,378
Paulina St & Flournoy St,41.873,-87.6691,member,5032
Paulina St & Howard St,42.0192,-87.6736,casual,341
Paulina St & Howard St,42.0192,-87.6736,member,2353
Paulina St & Montrose Ave,41.9615,-87.6714,casual,425
Paulina St & Montrose Ave,41.9615,-87.6714,member,2135
Peoria St & Jackson Blvd,41.8776,-87.6496,casual,1500
Peoria St & Jackson Blvd,41.8776,-87.6496,member,11645
Perry Ave & 69th St,41.7693,-87.6282,casual,29
Perry Ave & 69th St,41.7693,-87.6282,member,72
Phillips Ave & 79th St,41.7518,-87.5652,casual,34
Phillips Ave & 79th St,41.7518,-87.5652,member,28
Phillips Ave & 83rd St,41.7445,-87.5651,casual,20
Phillips Ave & 83rd St,41.7445,-87.5651,member,62
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,casual,2414
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,member,6961
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,casual,3140
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,member,9406
Prairie Ave & 43rd St,41.8167,-87.6194,casual,313
Prairie Ave & 43rd St,41.8167,-87.6194,member,419
Prairie Ave & Garfield Blvd,41.7949,-87.6187,casual,225
Prairie Ave & Garfield Blvd,41.7949,-87.6187,member,1078
Princeton Ave & 47th St,41.8093,-87.6334,casual,35
Princeton Ave & 47th St,41.8093,-87.6334,member,169
Princeton Ave & Garfield Blvd,41.795,-87.6331,casual,65
Princeton Ave & Garfield Blvd,41.795,-87.6331,member,440
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,casual,43
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,member,100
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,casual,170
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,member,587
Pulaski Rd & Lake St,41.8854,-87.7265,casual,26
Pulaski Rd & Lake St,41.8854,-87.7265,member,92
Racine Ave & 13th St,41.8651,-87.657,casual,190
Racine Ave & 13th St,41.8651,-87.657,member,900
Racine Ave & 15th St,41.8613,-87.6566,casual,333
Racine Ave & 15th St,41.8613,-87.6566,member,1601
Racine Ave & 18th St,41.8582,-87.6565,casual,1003
Racine Ave & 18th St,41.8582,-87.6565,member,4090
Racine Ave & 35th St,41.8307,-87.656,casual,152
Racine Ave & 35th St,41.8307,-87.656,member,747
Racine Ave & Belmont Ave,41.9397,-87.6589,casual,1833
Racine Ave & Belmont Ave,41.9397,-87.6589,member,5909
Racine Ave & Congress Pkwy,41.8746,-87.657,casual,441
Racine Ave & Congress Pkwy,41.8746,-87.657,member,5738
Racine Ave & Fullerton Ave,41.9256,-87.6584,casual,1276
Racine Ave & Fullerton Ave,41.9256,-87.6584,member,8440
Racine Ave & Garfield Blvd,41.7942,-87.6551,casual,55
Racine Ave & Garfield Blvd,41.7942,-87.6551,member,272
Racine Ave & Randolph St,41.8841,-87.6569,casual,632
Racine Ave & Randolph St,41.8841,-87.6569,member,5445
Racine Ave & Washington Blvd (*),41.8831,-87.657,casual,511
Racine Ave & Washington Blvd (*),41.8831,-87.657,member,3871
Racine Ave & Wrightwood Ave,41.9289,-87.659,casual,947
Racine Ave & Wrightwood Ave,41.9289,-87.659,member,4439
Rainbow Beach,41.7579,-87.5494,casual,74
Rainbow Beach,41.7579,-87.5494,member,78
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,casual,355
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,member,2508
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,casual,636
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,member,4140
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,casual,1337
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,member,13603
Rhodes Ave & 32nd St,41.8362,-87.6135,casual,441
Rhodes Ave & 32nd St,41.8362,-87.6135,member,1474
Richmond St & Diversey Ave,41.9319,-87.7012,casual,551
Richmond St & Diversey Ave,41.9319,-87.7012,member,1841
Ridge Blvd & Howard St,42.0193,-87.6845,casual,110
Ridge Blvd & Howard St,42.0193,-87.6845,member,346
Ridge Blvd & Touhy Ave,42.0121,-87.6829,casual,186
Ridge Blvd & Touhy Ave,42.0121,-87.6829,member,611
Ritchie Ct & Banks St,41.9069,-87.6262,casual,2192
Ritchie Ct & Banks St,41.9069,-87.6262,member,6074
Rockwell St & Eastwood Ave,41.9659,-87.6936,casual,276
Rockwell St & Eastwood Ave,41.9659,-87.6936,member,1842
Rush St & Cedar St,41.9023,-87.6277,casual,3903
Rush St & Cedar St,41.9023,-87.6277,member,9281
Rush St & Hubbard St,41.8902,-87.6262,casual,1852
Rush St & Hubbard St,41.8902,-87.6262,member,11161
Rush St & Superior St,41.8958,-87.6259,casual,3032
Rush St & Superior St,41.8958,-87.6259,member,11060
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,casual,26
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,member,545
Sangamon St & Washington Blvd,41.8832,-87.6511,casual,798
Sangamon St & Washington Blvd,41.8832,-87.6511,member,4952
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,casual,260
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,member,781
Sedgwick St & Huron St,41.8947,-87.6384,casual,1172
Sedgwick St & Huron St,41.8947,-87.6384,member,12692
Sedgwick St & North Ave,41.9114,-87.6387,casual,2225
Sedgwick St & North Ave,41.9114,-87.6387,member,11468
Sedgwick St & Schiller St,41.9076,-87.6386,casual,638
Sedgwick St & Schiller St,41.9076,-87.6386,member,3267
