start_station_name,start_lat,start_lng,member_casual,count
Franklin St & Monroe St,41.8803,-87.6352,casual,3510
Franklin St & Monroe St,41.8803,-87.6352,member,30945
Glenwood Ave & Morse Ave,42.008,-87.6655,casual,600
Glenwood Ave & Morse Ave,42.008,-87.6655,member,2342
Glenwood Ave & Touhy Ave,42.0127,-87.6661,casual,217
Glenwood Ave & Touhy Ave,42.0127,-87.6661,member,917
Green St & Madison St,41.8819,-87.6488,casual,2381
Green St & Madison St,41.8819,-87.6488,member,13863
Green St & Randolph St,41.8837,-87.6487,casual,3108
Green St & Randolph St,41.8837,-87.6487,member,11031
Greenview Ave & Diversey Pkwy,41.9326,-87.6659,casual,874
Greenview Ave & Diversey Pkwy,41.9326,-87.6659,member,3418
Greenview Ave & Fullerton Ave,41.9253,-87.6658,casual,1602
Greenview Ave & Fullerton Ave,41.9253,-87.6658,member,5746
Greenview Ave & Jarvis Ave,42.016,-87.6686,casual,355
Greenview Ave & Jarvis Ave,42.016,-87.6686,member,1506
Greenwood Ave & 47th St,41.8098,-87.5994,casual,416
Greenwood Ave & 47th St,41.8098,-87.5994,member,1126
Greenwood Ave & 79th St,41.7513,-87.5976,casual,21
Greenwood Ave & 79th St,41.7513,-87.5976,member,106
HQ QR,41.8899,-87.6803,casual,5
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),41.89,-87.6807,member,19
Halsted St & 18th St,41.8575,-87.6463,casual,320
Halsted St & 18th St,41.8575,-87.6463,member,1995
Halsted St & 21st St,41.8538,-87.6466,casual,438
Halsted St & 21st St,41.8538,-87.6466,member,1056
Halsted St & 35th St,41.8307,-87.6472,casual,168
Halsted St & 35th St,41.8307,-87.6472,member,696
Halsted St & 37th St,41.8271,-87.6457,casual,69
Halsted St & 37th St,41.8271,-87.6457,member,686
Halsted St & 47th Pl,41.8081,-87.6456,casual,18
Halsted St & 47th Pl,41.8081,-87.6456,member,231
Halsted St & 51st St,41.8018,-87.6452,casual,18
Halsted St & 51st St,41.8018,-87.6452,member,13
Halsted St & 56th St,41.7929,-87.645,casual,23
Halsted St & 56th St,41.7929,-87.645,member,51
Halsted St & 59th St,41.7875,-87.6449,casual,16
Halsted St & 59th St,41.7875,-87.6449,member,22
Halsted St & 63rd St,41.7794,-87.6446,casual,25
Halsted St & 63rd St,41.7794,-87.6446,member,153
Halsted St & 69th St,41.7691,-87.6446,casual,37
Halsted St & 69th St,41.7691,-87.6446,member,42
Halsted St & Archer Ave,41.8472,-87.6468,casual,325
Halsted St & Archer Ave,41.8472,-87.6468,member,1660
Halsted St & Clybourn Ave,41.9097,-87.6481,casual,1524
Halsted St & Clybourn Ave,41.9097,-87.6481,member,10287
Halsted St & Dickens Ave,41.9199,-87.6488,casual,2052
Halsted St & Dickens Ave,41.9199,-87.6488,member,8876
Halsted St & Maxwell St,41.8649,-87.6471,casual,985
Halsted St & Maxwell St,41.8649,-87.6471,member,6050
Halsted St & North Branch St,41.8994,-87.6485,casual,270
Halsted St & North Branch St,41.8994,-87.6485,member,1635
Halsted St & Polk St,41.8718,-87.6466,casual,840
Halsted St & Polk St,41.8718,-87.6466,member,7516
Halsted St & Roosevelt Rd,41.8673,-87.6486,casual,667
Halsted St & Roosevelt Rd,41.8673,-87.6486,member,5971
Halsted St & Roscoe St,41.9437,-87.649,casual,2641
Halsted St & Roscoe St,41.9437,-87.649,member,8053
Halsted St & Willow St,41.9139,-87.6488,casual,1213
Halsted St & Willow St,41.9139,-87.6488,member,6395
Halsted St & Wrightwood Ave,41.9291,-87.6491,casual,1585
Halsted St & Wrightwood Ave,41.9291,-87.6491,member,8150
Harper Ave & 59th St,41.7879,-87.5883,casual,537
Harper Ave & 59th St,41.7879,-87.5883,member,2769
Hermitage Ave & Polk St,41.8715,-87.6699,casual,315
Hermitage Ave & Polk St,41.8715,-87.6699,member,4559
Honore St & Division St,41.9031,-87.6739,casual,1582
Honore St & Division St,41.9031,-87.6739,member,6858
Hoyne Ave & 47th St,41.8082,-87.6772,casual,37
Hoyne Ave & 47th St,41.8082,-87.6772,member,152
Hoyne Ave & Balmoral Ave,41.9799,-87.6819,casual,339
Hoyne Ave & Balmoral Ave,41.9799,-87.6819,member,1362
Humboldt Blvd & Armitage Ave,41.9175,-87.7018,casual,964
Humboldt Blvd & Armitage Ave,41.9175,-87.7018,member,2869
Indiana Ave & 26th St,41.8457,-87.6225,casual,452
Indiana Ave & 26th St,41.8457,-87.6225,member,1969
Indiana Ave & 31st St,41.8388,-87.6219,casual,409
Indiana Ave & 31st St,41.8388,-87.6219,member,2576
Indiana Ave & 40th St,41.8217,-87.6216,casual,116
Indiana Ave & 40th St,41.8217,-87.6216,member,278
Indiana Ave & Roosevelt Rd,41.8679,-87.623,casual,8224
Indiana Ave & Roosevelt Rd,41.8679,-87.623,member,13539
Jefferson St & Monroe St,41.8804,-87.6427,casual,897
Jefferson St & Monroe St,41.8804,-87.6427,member,7881
Jeffery Blvd & 67th St,41.7735,-87.5771,casual,319
Jeffery Blvd & 67th St,41.7735,-87.5771,member,87
Jeffery Blvd & 71st St,41.7666,-87.5764,casual,77
Jeffery Blvd & 71st St,41.7666,-87.5764,member,153
Jeffery Blvd & 76th St,41.7571,-87.5758,casual,43
Jeffery Blvd & 76th St,41.7571,-87.5758,member,82
Karlov Ave & Madison St,41.8809,-87.7279,casual,27
Karlov Ave & Madison St,41.8809,-87.7279,member,83
Kedzie Ave & 21st St,41.8535,-87.7051,casual,76
Kedzie Ave & 21st St,41.8535,-87.7051,member,355
Kedzie Ave & 24th St,41.8482,-87.7054,casual,32
Kedzie Ave & 24th St,41.8482,-87.7054,member,82
Kedzie Ave & Bryn Mawr Ave,41.9824,-87.7089,casual,255
Kedzie Ave & Bryn Mawr Ave,41.9824,-87.7089,member,325
Kedzie Ave & Chicago Ave,41.8955,-87.7061,casual,146
Kedzie Ave & Chicago Ave,41.8955,-87.7061,member,544
Kedzie Ave & Foster Ave,41.9757,-87.7093,casual,201
Kedzie Ave & Foster Ave,41.9757,-87.7093,member,764
Kedzie Ave & Harrison St,41.8736,-87.7049,casual,36
Kedzie Ave & Harrison St,41.8736,-87.7049,member,120
Kedzie Ave & Lake St,41.8846,-87.7063,casual,168
Kedzie Ave & Lake St,41.8846,-87.7063,member,645
Kedzie Ave & Leland Ave,41.9667,-87.7081,casual,289
Kedzie Ave & Leland Ave,41.9667,-87.7081,member,967
Kedzie Ave & Milwaukee Ave,41.9296,-87.7079,casual,2409
Kedzie Ave & Milwaukee Ave,41.9296,-87.7079,member,6680
Kedzie Ave & Palmer Ct,41.9215,-87.7073,casual,637
Kedzie Ave & Palmer Ct,41.9215,-87.7073,member,3270
Kedzie Ave & Roosevelt Rd,41.8665,-87.7065,casual,67
Kedzie Ave & Roosevelt Rd,41.8665,-87.7065,member,141
Kenton Ave & Madison St,41.8807,-87.741,casual,21
Kenton Ave & Madison St,41.8807,-87.741,member,33
Keystone Ave & Fullerton Ave,41.9246,-87.7279,casual,199
Keystone Ave & Fullerton Ave,41.9246,-87.7279,member,607
Keystone Ave & Montrose Ave,41.9611,-87.729,casual,124
Keystone Ave & Montrose Ave,41.9611,-87.729,member,466
Kilbourn Ave & Irving Park Rd,41.9537,-87.7406,casual,64
Kilbourn Ave & Irving Park Rd,41.9537,-87.7406,member,422
Kilbourn Ave & Milwaukee Ave,41.9488,-87.74,casual,186
Kilbourn Ave & Milwaukee Ave,41.9488,-87.74,member,480
Kildare Ave & Montrose Ave,41.9611,-87.7357,casual,154
Kildare Ave & Montrose Ave,41.9611,-87.7357,member,278
Kimball Ave & Belmont Ave,41.9394,-87.7116,casual,409
Kimball Ave & Belmont Ave,41.9394,-87.7116,member,1294
Kimbark Ave & 53rd St,41.7996,-87.5947,casual,1169
Kimbark Ave & 53rd St,41.7996,-87.5947,member,7412
Kingsbury St & Erie St,41.8938,-87.6417,casual,1721
Kingsbury St & Erie St,41.8938,-87.6417,member,17432
Kingsbury St & Kinzie St,41.8892,-87.6385,casual,2417
Kingsbury St & Kinzie St,41.8892,-87.6385,member,30882
Knox Ave & Montrose Ave,41.9606,-87.7454,casual,144
Knox Ave & Montrose Ave,41.9606,-87.7454,member,476
Kosciuszko Park,41.9306,-87.7238,casual,261
Kosciuszko Park,41.9306,-87.7238,member,1862
Kostner Ave & Adams St,41.8779,-87.7357,casual,7
Kostner Ave & Adams St,41.8779,-87.7357,member,83
Kostner Ave & Lake St,41.8859,-87.7354,casual,10
Kostner Ave & Lake St,41.8859,-87.7354,member,11
LaSalle Dr & Huron St,41.8949,-87.6323,casual,1693
LaSalle Dr & Huron St,41.8949,-87.6323,member,6299
LaSalle St & Adams St,41.8793,-87.632,casual,1135
LaSalle St & Adams St,41.8793,-87.632,member,5623
LaSalle St & Illinois St,41.8908,-87.6317,casual,4103
LaSalle St & Illinois St,41.8908,-87.6317,member,14274
LaSalle St & Jackson Blvd,41.8782,-87.6319,casual,2421
LaSalle St & Jackson Blvd,41.8782,-87.6319,member,22849
LaSalle St & Washington St,41.8827,-87.6325,casual,1450
LaSalle St & Washington St,41.8827,-87.6325,member,9894
Laflin St & Cullerton St,41.8549,-87.6636,casual,39
Laflin St & Cullerton St,41.8549,-87.6636,member,234
Lake Park Ave & 35th St,41.8313,-87.6088,casual,1078
Lake Park Ave & 35th St,41.8313,-87.6088,member,1556
Lake Park Ave & 47th St,41.8094,-87.5919,casual,830
Lake Park Ave & 47th St,41.8094,-87.5919,member,1191
Lake Park Ave & 53rd St,41.7995,-87.5865,casual,1402
Lake Park Ave & 53rd St,41.7995,-87.5865,member,2883
Lake Park Ave & 56th St,41.7932,-87.5878,casual,972
Lake Park Ave & 56th St,41.7932,-87.5878,member,4563
Lake Shore Dr & Belmont Ave,41.9408,-87.6392,casual,5949
Lake Shore Dr & Belmont Ave,41.9408,-87.6392,member,7932
Lake Shore Dr & Diversey Pkwy,41.9326,-87.6364,casual,4775
Lake Shore Dr & Diversey Pkwy,41.9326,-87.6364,member,7498
Lake Shore Dr & Monroe St,41.881,-87.6167,casual,39685
Lake Shore Dr & Monroe St,41.881,-87.6167,member,10833
Lake Shore Dr & North Blvd,41.9117,-87.6268,casual,19147
Lake Shore Dr & North Blvd,41.9117,-87.6268,member,15835
Lake Shore Dr & Ohio St,41.8926,-87.6145,casual,6535
Lake Shore Dr & Ohio St,41.8926,-87.6145,member,8371
Lake Shore Dr & Wellington Ave,41.9367,-87.6368,casual,4508
Lake Shore Dr & Wellington Ave,41.9367,-87.6368,member,8395
Lakefront Trail & Bryn Mawr Ave,41.984,-87.6523,casual,4583
Lakefront Trail & Bryn Mawr Ave,41.984,-87.6523,member,5345
Lakefront Trail & Wilson Ave,41.9658,-87.6454,casual,2507
Lakefront Trail & Wilson Ave,41.9658,-87.6454,member,3703
Lakeview Ave & Fullerton Pkwy,41.9259,-87.639,casual,5099
Lakeview Ave & Fullerton Pkwy,41.9259,-87.639,member,9653
Laramie Ave & Gladys Ave,41.8758,-87.7553,casual,13
Laramie Ave & Gladys Ave,41.8758,-87.7553,member,32
Laramie Ave & Kinzie St,41.8878,-87.7555,casual,30
Laramie Ave & Kinzie St,41.8878,-87.7555,member,42
Laramie Ave & Madison St,41.8802,-87.7553,casual,50
Laramie Ave & Madison St,41.8802,-87.7553,member,96
Larrabee St & Armitage Ave,41.9181,-87.6437,casual,1583
Larrabee St & Armitage Ave,41.9181,-87.6437,member,6138
Larrabee St & Division St,41.9035,-87.6434,casual,1429
Larrabee St & Division St,41.9035,-87.6434,member,8609
Larrabee St & Kingsbury St,41.8978,-87.6429,casual,1927
Larrabee St & Kingsbury St,41.8978,-87.6429,member,21161
Larrabee St & Menomonee St,41.9147,-87.6433,casual,503
Larrabee St & Menomonee St,41.9147,-87.6433,member,4650
Larrabee St & North Ave,41.9102,-87.6435,casual,594
Larrabee St & North Ave,41.9102,-87.6435,member,3379
Larrabee St & Oak St,41.9002,-87.643,casual,773
Larrabee St & Oak St,41.9002,-87.643,member,7908
Larrabee St & Webster Ave,41.9218,-87.6441,casual,3062
Larrabee St & Webster Ave,41.9218,-87.6441,member,10076
Latrobe Ave & Chicago Ave,41.8947,-87.7569,casual,23
Latrobe Ave & Chicago Ave,41.8947,-87.7569,member,65
Leavitt St & Addison St,41.9467,-87.6834,casual,382
Leavitt St & Addison St,41.9467,-87.6834,member,1301
Leavitt St & Archer Ave,41.8288,-87.6806,casual,141
Leavitt St & Archer Ave,41.8288,-87.6806,member,303
Leavitt St & Armitage Ave,41.9178,-87.6824,casual,688
Leavitt St & Armitage Ave,41.9178,-87.6824,member,3236
Leavitt St & Belmont Ave (*),41.9394,-87.6833,casual,385
Leavitt St & Belmont Ave (*),41.9394,-87.6833,member,1342
Leavitt St & Chicago Ave,41.8955,-87.682,casual,559
Leavitt St & Chicago Ave,41.8955,-87.682,member,3382
Leavitt St & Division St (*),41.903,-87.6838,casual,281
Leavitt St & Division St (*),41.903,-87.6838,member,2454
Leavitt St & Lawrence Ave,41.9689,-87.684,casual,360
Leavitt St & Lawrence Ave,41.9689,-87.684,member,2232
Leavitt St & North Ave,41.9102,-87.6823,casual,971
Leavitt St & North Ave,41.9102,-87.6823,member,4254
Lincoln Ave & Addison St,41.9462,-87.6733,casual,352
Lincoln Ave & Addison St,41.9462,-87.6733,member,1989
Lincoln Ave & Belle Plaine Ave,41.956,-87.6803,casual,750
Lincoln Ave & Belle Plaine Ave,41.956,-87.6803,member,3389
Lincoln Ave & Belmont Ave,41.9394,-87.6684,casual,1182
Lincoln Ave & Belmont Ave,41.9394,-87.6684,member,5522
Lincoln Ave & Diversey Pkwy,41.9322,-87.6586,casual,1501
Lincoln Ave & Diversey Pkwy,41.9322,-87.6586,member,6145
Lincoln Ave & Fullerton Ave,41.9259,-87.6493,casual,3006
Lincoln Ave & Fullerton Ave,41.9259,-87.6493,member,10995
Lincoln Ave & Roscoe St,41.9433,-87.671,casual,1263
Lincoln Ave & Roscoe St,41.9433,-87.671,member,7060
Lincoln Ave & Sunnyside Ave,41.963,-87.6848,casual,671
Lincoln Ave & Sunnyside Ave,41.963,-87.6848,member,3985
Lincoln Ave & Waveland Ave,41.9488,-87.6753,casual,563
Lincoln Ave & Waveland Ave,41.9488,-87.6753,member,3619
Lincoln Ave & Winona St,41.9749,-87.6925,casual,333
Lincoln Ave & Winona St,41.9749,-87.6925,member,1271
Lincoln Park Conservatory,41.9239,-87.6358,casual,2075
Lincoln Park Conservatory,41.9239,-87.6358,member,1943
Lincolnwood Dr & Central St,42.0649,-87.7153,casual,137
Lincolnwood Dr & Central St,42.0649,-87.7153,member,623
Logan Blvd & Elston Ave,41.9295,-87.6842,casual,650
Logan Blvd & Elston Ave,41.9295,-87.6842,member,3532
Loomis St & Archer Ave,41.8416,-87.6574,casual,186
Loomis St & Archer Ave,41.8416,-87.6574,member,1163
Loomis St & Jackson Blvd,41.8779,-87.662,casual,481
Loomis St & Jackson Blvd,41.8779,-87.662,member,3701
Loomis St & Lexington St,41.8722,-87.6615,casual,882
Loomis St & Lexington St,41.8722,-87.6615,member,12924
MLK Jr Dr & 29th St,41.8421,-87.617,casual,747
MLK Jr Dr & 29th St,41.8421,-87.617,member,6892
MLK Jr Dr & 47th St,41.8099,-87.6163,casual,114
MLK Jr Dr & 47th St,41.8099,-87.6163,member,273
MLK Jr Dr & 56th St,41.7934,-87.6159,casual,55
MLK Jr Dr & 56th St,41.7934,-87.6159,member,97
MLK Jr Dr & 63rd St,41.7801,-87.6159,casual,46
MLK Jr Dr & 63rd St,41.7801,-87.6159,member,82
MLK Jr Dr & 83rd St,41.7431,-87.6148,casual,67
MLK Jr Dr & 83rd St,41.7431,-87.6148,member,104
MLK Jr Dr & Pershing Rd,41.8246,-87.6168,casual,234
MLK Jr Dr & Pershing Rd,41.8246,-87.6168,member,819
MTL-ECO5.1-01,41.9171,-87.7482,casual,1
MTL-ECO5.1-01,41.9171,-87.7482,member,3
Malcolm X College,41.8776,-87.6739,casual,259
Malcolm X College,41.8776,-87.6739,member,1257
Manor Ave & Leland Ave,41.9659,-87.7008,casual,134
Manor Ave & Leland Ave,41.9659,-87.7008,member,1002
Maplewood Ave & Peterson Ave,41.9902,-87.6934,casual,95
Maplewood Ave & Peterson Ave,41.9902,-87.6934,member,196
Marine Dr & Ainslie St,41.9716,-87.6502,casual,1997
Marine Dr & Ainslie St,41.9716,-87.6502,member,3272
Marshfield Ave & 44th St,41.814,-87.6666,casual,33
Marshfield Ave & 44th St,41.814,-87.6666,member,57
Marshfield Ave & 59th St,41.7868,-87.6662,casual,14
Marshfield Ave & 59th St,41.7868,-87.6662,member,30
Marshfield Ave & Cortland St,41.916,-87.6689,casual,2174
Marshfield Ave & Cortland St,41.916,-87.6689,member,12882
May St & 69th St,41.7689,-87.6529,casual,10
May St & 69th St,41.7689,-87.6529,member,16
May St & Cullerton St,41.8551,-87.6541,casual,272
May St & Cullerton St,41.8551,-87.6541,member,1583
May St & Taylor St,41.8695,-87.6555,casual,1195
May St & Taylor St,41.8695,-87.6555,member,6232
McClurg Ct & Erie St,41.8945,-87.6179,casual,2926
McClurg Ct & Erie St,41.8945,-87.6179,member,12859
McClurg Ct & Illinois St,41.8904,-87.6175,casual,7074
McClurg Ct & Illinois St,41.8904,-87.6175,member,13203
McCormick Place,41.8514,-87.6188,casual,3679
McCormick Place,41.8514,-87.6188,member,1878
Michigan Ave & 14th St,41.8641,-87.6237,casual,1606
Michigan Ave & 14th St,41.8641,-87.6237,member,7334
Michigan Ave & 18th St,41.8578,-87.6246,casual,1375
Michigan Ave & 18th St,41.8578,-87.6246,member,8107
Michigan Ave & 71st St,41.7653,-87.6217,casual,8
Michigan Ave & 71st St,41.7653,-87.6217,member,5
Michigan Ave & 8th St,41.8728,-87.624,casual,9709
Michigan Ave & 8th St,41.8728,-87.624,member,5434
Michigan Ave & Ida B Wells Dr,41.8762,-87.6244,casual,4047
Michigan Ave & Ida B Wells Dr,41.8762,-87.6244,member,4342
Michigan Ave & Jackson Blvd,41.8779,-87.6241,casual,7032
Michigan Ave & Jackson Blvd,41.8779,-87.6241,member,8641
Michigan Ave & Lake St,41.886,-87.6241,casual,5516
Michigan Ave & Lake St,41.886,-87.6241,member,17324
Michigan Ave & Madison St,41.8821,-87.6251,casual,2909
Michigan Ave & Madison St,41.8821,-87.6251,member,8327
Michigan Ave & Oak St,41.901,-87.6238,casual,21631
Michigan Ave & Oak St,41.901,-87.6238,member,14313
Michigan Ave & Pearson St,41.8977,-87.6235,casual,5441
Michigan Ave & Pearson St,41.8977,-87.6235,member,5546
Michigan Ave & Washington St,41.884,-87.6247,casual,12378
Michigan Ave & Washington St,41.884,-87.6247,member,24845
Mies van der Rohe Way & Chestnut St,41.8986,-87.6219,casual,4634
Mies van der Rohe Way & Chestnut St,41.8986,-87.6219,member,9846
Mies van der Rohe Way & Chicago Ave,41.8969,-87.6217,casual,3498
Mies van der Rohe Way & Chicago Ave,41.8969,-87.6217,member,9083
Millard Ave & 26th St,41.8446,-87.7159,casual,65
Millard Ave & 26th St,41.8446,-87.7159,member,102
Millennium Park,41.881,-87.6241,casual,21899
Millennium Park,41.881,-87.6241,member,12627
Milwaukee Ave & Cuyler Ave,41.9545,-87.7496,casual,86
Milwaukee Ave & Cuyler Ave,41.9545,-87.7496,member,485
Milwaukee Ave & Grand Ave,41.8916,-87.6484,casual,2067
Milwaukee Ave & Grand Ave,41.8916,-87.6484,member,13400
Milwaukee Ave & Rockwell St,41.9202,-87.693,casual,787
Milwaukee Ave & Rockwell St,41.9202,-87.693,member,2384
Milwaukee Ave & Wabansia Ave,41.9126,-87.6814,casual,2056
Milwaukee Ave & Wabansia Ave,41.9126,-87.6814,member,8064
Monticello Ave & Irving Park Rd,41.954,-87.7191,casual,195
Monticello Ave & Irving Park Rd,41.954,-87.7191,member,861
Montrose Harbor,41.964,-87.6382,casual,8341
Montrose Harbor,41.964,-87.6382,member,5543
Morgan Ave & 14th Pl,41.8624,-87.6511,casual,421
Morgan Ave & 14th Pl,41.8624,-87.6511,member,3681
Morgan St & 18th St,41.8581,-87.6511,casual,904
Morgan St & 18th St,41.8581,-87.6511,member,3390
Morgan St & 31st St,41.8378,-87.6511,casual,373
Morgan St & 31st St,41.8378,-87.6511,member,1461
Morgan St & Lake St,41.8855,-87.6523,casual,2649
Morgan St & Lake St,41.8855,-87.6523,member,15595
Morgan St & Pershing Rd,41.8236,-87.6509,casual,15
Morgan St & Pershing Rd,41.8236,-87.6509,member,114
Morgan St & Polk St,41.8717,-87.651,casual,981
Morgan St & Polk St,41.8717,-87.651,member,12562
Museum of Science and Industry,41.7917,-87.5839,casual,2652
Museum of Science and Industry,41.7917,-87.5839,member,1040
Noble St & Milwaukee Ave,41.9007,-87.6626,casual,866
Noble St & Milwaukee Ave,41.9007,-87.6626,member,5765
Normal Ave & Archer Ave,41.8495,-87.6406,casual,153
Normal Ave & Archer Ave,41.8495,-87.6406,member,1018
Oakley Ave & Irving Park Rd,41.9543,-87.6861,casual,311
Oakley Ave & Irving Park Rd,41.9543,-87.6861,member,1488
Oakley Ave & Touhy Ave,42.0123,-87.6882,casual,182
Oakley Ave & Touhy Ave,42.0123,-87.6882,member,266
Ogden Ave & Chicago Ave,41.8964,-87.6541,casual,1430
Ogden Ave & Chicago Ave,41.8964,-87.6541,member,8714
Ogden Ave & Congress Pkwy,41.875,-87.6733,casual,141
Ogden Ave & Congress Pkwy,41.875,-87.6733,member,1441
Ogden Ave & Race Ave,41.8918,-87.6588,casual,834
Ogden Ave & Race Ave,41.8918,-87.6588,member,7308
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,casual,185
Ogden Ave & Roosevelt Rd,41.8665,-87.6847,member,1354
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,casual,1176
Orleans St & Chestnut St (NEXT Apts),41.8982,-87.6375,member,6998
Orleans St & Elm St,41.9029,-87.6377,casual,384
Orleans St & Elm St,41.9029,-87.6377,member,2916
Orleans St & Hubbard St,41.89,-87.6366,casual,728
Orleans St & Hubbard St,41.89,-87.6366,member,5247
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,casual,2602
Orleans St & Merchandise Mart Plaza,41.8882,-87.6364,member,21393
Paulina Ave & North Ave,41.9103,-87.6701,casual,1333
Paulina Ave & North Ave,41.9103,-87.6701,member,5647
Paulina St & 18th St,41.8579,-87.6687,casual,585
Paulina St & 18th St,41.8579,-87.6687,member,2872
Paulina St & Flournoy St,41.873,-87.6691,casual,553
Paulina St & Flournoy St,41.873,-87.6691,member,5151
Paulina St & Howard St,42.0192,-87.6736,casual,462
Paulina St & Howard St,42.0192,-87.6736,member,2070
Paulina St & Montrose Ave,41.9615,-87.6714,casual,529
Paulina St & Montrose Ave,41.9615,-87.6714,member,2043
Peoria St & Jackson Blvd,41.8776,-87.6496,casual,1469
Peoria St & Jackson Blvd,41.8776,-87.6496,member,12185
Perry Ave & 69th St,41.7693,-87.6282,casual,30
Perry Ave & 69th St,41.7693,-87.6282,member,85
Phillips Ave & 79th St,41.7518,-87.5652,casual,24
Phillips Ave & 79th St,41.7518,-87.5652,member,42
Phillips Ave & 83rd St,41.7445,-87.5651,casual,27
Phillips Ave & 83rd St,41.7445,-87.5651,member,52
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,casual,1773
Pine Grove Ave & Irving Park Rd,41.9544,-87.648,member,7815
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,casual,2994
Pine Grove Ave & Waveland Ave,41.9493,-87.6463,member,9237
Prairie Ave & 43rd St,41.8167,-87.6194,casual,318
Prairie Ave & 43rd St,41.8167,-87.6194,member,418
Prairie Ave & Garfield Blvd,41.7949,-87.6187,casual,283
Prairie Ave & Garfield Blvd,41.7949,-87.6187,member,1075
Princeton Ave & 47th St,41.8093,-87.6334,casual,60
Princeton Ave & 47th St,41.8093,-87.6334,member,256
Princeton Ave & Garfield Blvd,41.795,-87.6331,casual,45
Princeton Ave & Garfield Blvd,41.795,-87.6331,member,452
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,casual,25
Pulaski Rd & Congress Pkwy,41.8743,-87.7257,member,92
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,casual,150
Pulaski Rd & Eddy St (Temp),41.9463,-87.731,member,538
Pulaski Rd & Lake St,41.8854,-87.7265,casual,31
Pulaski Rd & Lake St,41.8854,-87.7265,member,94
Racine Ave & 13th St,41.8651,-87.657,casual,196
Racine Ave & 13th St,41.8651,-87.657,member,893
Racine Ave & 15th St,41.8613,-87.6566,casual,239
Racine Ave & 15th St,41.8613,-87.6566,member,1562
Racine Ave & 18th St,41.8582,-87.6565,casual,984
Racine Ave & 18th St,41.8582,-87.6565,member,3966
Racine Ave & 35th St,41.8307,-87.656,casual,137
Racine Ave & 35th St,41.8307,-87.656,member,574
Racine Ave & 61st St,41.7832,-87.6544,casual,6
Racine Ave & 61st St,41.7832,-87.6544,member,4
Racine Ave & Belmont Ave,41.9397,-87.6589,casual,1924
Racine Ave & Belmont Ave,41.9397,-87.6589,member,5496
Racine Ave & Congress Pkwy,41.8746,-87.657,casual,514
Racine Ave & Congress Pkwy,41.8746,-87.657,member,5751
Racine Ave & Fullerton Ave,41.9256,-87.6584,casual,1393
Racine Ave & Fullerton Ave,41.9256,-87.6584,member,8005
Racine Ave & Garfield Blvd,41.7942,-87.6551,casual,62
Racine Ave & Garfield Blvd,41.7942,-87.6551,member,234
Racine Ave & Randolph St,41.8841,-87.6569,casual,727
Racine Ave & Randolph St,41.8841,-87.6569,member,4929
Racine Ave & Washington Blvd (*),41.8831,-87.657,casual,407
Racine Ave & Washington Blvd (*),41.8831,-87.657,member,4024
Racine Ave & Wrightwood Ave,41.9289,-87.659,casual,972
Racine Ave & Wrightwood Ave,41.9289,-87.659,member,4485
Rainbow Beach,41.7579,-87.5494,casual,98
Rainbow Beach,41.7579,-87.5494,member,76
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,casual,332
Ravenswood Ave & Berteau Ave,41.9579,-87.6736,member,2487
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,casual,670
Ravenswood Ave & Irving Park Rd,41.9547,-87.6739,member,3720
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,casual,1499
Ravenswood Ave & Lawrence Ave,41.9691,-87.6742,member,13577
Rhodes Ave & 32nd St,41.8362,-87.6135,casual,549
Rhodes Ave & 32nd St,41.8362,-87.6135,member,1431
Richmond St & Diversey Ave,41.9319,-87.7012,casual,564
Richmond St & Diversey Ave,41.9319,-87.7012,member,1760
Ridge Blvd & Howard St,42.0193,-87.6845,casual,170
Ridge Blvd & Howard St,42.0193,-87.6845,member,373
Ridge Blvd & Touhy Ave,42.0121,-87.6829,casual,174
Ridge Blvd & Touhy Ave,42.0121,-87.6829,member,634
Ritchie Ct & Banks St,41.9069,-87.6262,casual,2164
Ritchie Ct & Banks St,41.9069,-87.6262,member,6293
Rockwell St & Eastwood Ave,41.9659,-87.6936,casual,308
Rockwell St & Eastwood Ave,41.9659,-87.6936,member,1524
Rush St & Cedar St,41.9023,-87.6277,casual,3851
Rush St & Cedar St,41.9023,-87.6277,member,9142
Rush St & Hubbard St,41.8902,-87.6262,casual,1524
Rush St & Hubbard St,41.8902,-87.6262,member,9569
Rush St & Superior St,41.8958,-87.6259,casual,2900
Rush St & Superior St,41.8958,-87.6259,member,11337
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,casual,44
Sacramento Blvd & Franklin Blvd,41.8905,-87.7026,member,509
Sangamon St & Washington Blvd,41.8832,-87.6511,casual,660
Sangamon St & Washington Blvd,41.8832,-87.6511,member,5265
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,casual,242
Sawyer Ave & Irving Park Rd,41.9536,-87.7093,member,714
